workerid,condition,response,candidate,probability,batch
4062,cloze-event,1,other,0.00980392156862745,post
3323,event-cloze,0,harris,0,post
3323,event-cloze,100,trump,1,post
3323,event-cloze,0,other,0,post
4265,spr-event,0,harris,0,post
4265,spr-event,100,trump,1,post
4265,spr-event,0,other,0,post
3721,event-spr,32,harris,0.48484848484848486,post
3721,event-spr,34,trump,0.5151515151515151,post
3721,event-spr,0,other,0,post
3906,cloze-event,77,trump,0.5,post
3906,cloze-event,52,harris,0.33766233766233766,post
3906,cloze-event,25,other,0.16233766233766234,post
3877,spr-event,0,harris,0,post
3877,spr-event,100,trump,1,post
3877,spr-event,0,other,0,post
4246,event-maze,100,trump,1,post
4246,event-maze,0,harris,0,post
4246,event-maze,0,other,0,post
4106,spr-event,100,trump,1,post
4106,spr-event,0,harris,0,post
4106,spr-event,0,other,0,post
4636,spr-event,49,harris,0.32666666666666666,post
4636,spr-event,51,trump,0.34,post
4636,spr-event,50,other,0.3333333333333333,post
3307,event-spr,93,trump,0.93,post
3307,event-spr,0,harris,0,post
3307,event-spr,7,other,0.07,post
4424,cloze-event,10,harris,0.08130081300813008,post
4424,cloze-event,100,trump,0.8130081300813008,post
4424,cloze-event,13,other,0.10569105691056911,post
4757,maze-event,100,trump,1,post
4757,maze-event,0,harris,0,post
4757,maze-event,0,other,0,post
3932,event-cloze,100,trump,1,post
3932,event-cloze,0,harris,0,post
3932,event-cloze,0,other,0,post
4849,spr-event,100,trump,1,post
4849,spr-event,0,harris,0,post
4849,spr-event,0,other,0,post
3352,spr-event,100,trump,0.9433962264150944,post
3352,spr-event,6,harris,0.05660377358490566,post
3352,spr-event,0,other,0,post
3623,event-cloze,0,harris,0,post
3623,event-cloze,100,trump,1,post
3623,event-cloze,0,other,0,post
4897,event-maze,100,trump,1,post
4897,event-maze,0,harris,0,post
4897,event-maze,0,other,0,post
3612,cloze-event,64,trump,0.6336633663366337,post
3612,cloze-event,37,harris,0.36633663366336633,post
3612,cloze-event,0,other,0,post
4206,cloze-event,100,trump,0.9090909090909091,post
4206,cloze-event,7,harris,0.06363636363636363,post
4206,cloze-event,3,other,0.02727272727272727,post
3609,maze-event,0,harris,0,post
3609,maze-event,100,trump,1,post
3609,maze-event,0,other,0,post
4487,spr-event,0,harris,0,post
4487,spr-event,100,trump,1,post
4487,spr-event,0,other,0,post
3997,maze-event,1,harris,0.009900990099009901,post
3997,maze-event,100,trump,0.9900990099009901,post
3997,maze-event,0,other,0,post
4370,spr-event,1,harris,0.01,post
4370,spr-event,99,trump,0.99,post
4370,spr-event,0,other,0,post
4431,spr-event,100,trump,1,post
4431,spr-event,0,harris,0,post
4431,spr-event,0,other,0,post
3899,maze-event,100,trump,0.8620689655172413,post
3899,maze-event,16,harris,0.13793103448275862,post
3899,maze-event,0,other,0,post
3492,spr-event,0,harris,0,post
3492,spr-event,74,trump,0.7628865979381443,post
3492,spr-event,23,other,0.23711340206185566,post
3651,spr-event,0,harris,0,post
3651,spr-event,100,trump,1,post
3651,spr-event,0,other,0,post
4560,maze-event,100,trump,1,post
4560,maze-event,0,harris,0,post
4560,maze-event,0,other,0,post
3817,event-cloze,0,harris,0,post
3817,event-cloze,100,trump,1,post
3817,event-cloze,0,other,0,post
4718,spr-event,100,trump,1,post
4718,spr-event,0,harris,0,post
4718,spr-event,0,other,0,post
4551,spr-event,0,harris,0,post
4551,spr-event,100,trump,1,post
4551,spr-event,0,other,0,post
3415,event-cloze,100,trump,1,post
3415,event-cloze,0,harris,0,post
3415,event-cloze,0,other,0,post
3337,cloze-event,94,trump,0.94,post
3337,cloze-event,0,harris,0,post
3337,cloze-event,6,other,0.06,post
4382,event-spr,0,harris,0,post
4382,event-spr,100,trump,1,post
4382,event-spr,0,other,0,post
3896,event-cloze,74,trump,0.7708333333333334,post
3896,event-cloze,17,harris,0.17708333333333334,post
3896,event-cloze,5,other,0.052083333333333336,post
3779,event-cloze,100,trump,1,post
3779,event-cloze,0,harris,0,post
3779,event-cloze,0,other,0,post
4146,spr-event,98,trump,0.9702970297029703,post
4146,spr-event,0,harris,0,post
4146,spr-event,3,other,0.0297029702970297,post
4609,maze-event,13,harris,0.14130434782608695,post
4609,maze-event,79,trump,0.8586956521739131,post
4609,maze-event,0,other,0,post
4254,event-maze,100,trump,1,post
4254,event-maze,0,harris,0,post
4254,event-maze,0,other,0,post
3569,cloze-event,74,trump,0.7254901960784313,post
3569,cloze-event,24,harris,0.23529411764705882,post
3569,cloze-event,4,other,0.0392156862745098,post
3321,maze-event,0,harris,0,post
3321,maze-event,100,trump,1,post
3321,maze-event,0,other,0,post
3797,event-cloze,100,trump,1,post
3797,event-cloze,0,harris,0,post
3797,event-cloze,0,other,0,post
4469,spr-event,0,harris,0,post
4469,spr-event,75,trump,0.7575757575757576,post
4469,spr-event,24,other,0.24242424242424243,post
4550,spr-event,100,trump,1,post
4550,spr-event,0,harris,0,post
4550,spr-event,0,other,0,post
4232,spr-event,0,harris,0,post
4232,spr-event,100,trump,1,post
4232,spr-event,0,other,0,post
3450,cloze-event,1,harris,0.009708737864077669,post
3450,cloze-event,100,trump,0.970873786407767,post
3450,cloze-event,2,other,0.019417475728155338,post
3617,spr-event,100,trump,1,post
3617,spr-event,0,harris,0,post
3617,spr-event,0,other,0,post
3449,event-maze,100,trump,1,post
3449,event-maze,0,harris,0,post
3449,event-maze,0,other,0,post
3294,cloze-event,28,harris,0.2916666666666667,post
3294,cloze-event,67,trump,0.6979166666666666,post
3294,cloze-event,1,other,0.010416666666666666,post
4826,spr-event,93,trump,0.93,post
4826,spr-event,0,harris,0,post
4826,spr-event,7,other,0.07,post
3591,spr-event,100,trump,1,post
3591,spr-event,0,harris,0,post
3591,spr-event,0,other,0,post
4170,cloze-event,74,trump,0.7551020408163265,post
4170,cloze-event,0,harris,0,post
4170,cloze-event,24,other,0.24489795918367346,post
4274,maze-event,76,trump,0.6031746031746031,post
4274,maze-event,50,harris,0.3968253968253968,post
4274,maze-event,0,other,0,post
4663,cloze-event,0,harris,0,post
4663,cloze-event,100,trump,1,post
4663,cloze-event,0,other,0,post
4884,event-spr,76,trump,0.7524752475247525,post
4884,event-spr,25,harris,0.24752475247524752,post
4884,event-spr,0,other,0,post
4850,event-cloze,100,trump,0.8403361344537815,post
4850,event-cloze,15,harris,0.12605042016806722,post
4850,event-cloze,4,other,0.03361344537815126,post
4795,event-spr,0,harris,0,post
4795,event-spr,100,trump,1,post
4795,event-spr,0,other,0,post
4276,spr-event,100,trump,1,post
4276,spr-event,0,harris,0,post
4276,spr-event,0,other,0,post
3787,spr-event,100,trump,1,post
3787,spr-event,0,harris,0,post
3787,spr-event,0,other,0,post
3659,cloze-event,98,trump,1,post
3659,cloze-event,0,harris,0,post
3659,cloze-event,0,other,0,post
3290,cloze-event,2,harris,0.019230769230769232,post
3290,cloze-event,100,trump,0.9615384615384616,post
3290,cloze-event,2,other,0.019230769230769232,post
4506,event-cloze,0,harris,0,post
4506,event-cloze,100,trump,1,post
4506,event-cloze,0,other,0,post
4715,cloze-event,0,harris,0,post
4715,cloze-event,100,trump,1,post
4715,cloze-event,0,other,0,post
4387,event-spr,95,trump,0.95,post
4387,event-spr,0,harris,0,post
4387,event-spr,5,other,0.05,post
4185,cloze-event,0,harris,0,post
4185,cloze-event,100,trump,1,post
4185,cloze-event,0,other,0,post
4244,cloze-event,25,trump,0.24509803921568626,post
4244,cloze-event,71,harris,0.696078431372549,post
4244,cloze-event,6,other,0.058823529411764705,post
3287,spr-event,100,trump,0.9174311926605505,post
3287,spr-event,0,harris,0,post
3287,spr-event,9,other,0.08256880733944955,post
4756,cloze-event,0,harris,0,post
4756,cloze-event,100,trump,1,post
4756,cloze-event,0,other,0,post
4065,event-spr,0,harris,0,post
4065,event-spr,100,trump,1,post
4065,event-spr,0,other,0,post
4888,cloze-event,100,trump,0.8695652173913043,post
4888,cloze-event,7,harris,0.06086956521739131,post
4888,cloze-event,8,other,0.06956521739130435,post
3305,spr-event,0,harris,0,post
3305,spr-event,100,trump,1,post
3305,spr-event,0,other,0,post
4437,cloze-event,0,harris,0,post
4437,cloze-event,100,trump,0.9900990099009901,post
4437,cloze-event,1,other,0.009900990099009901,post
4365,spr-event,50,trump,0.49504950495049505,post
4365,spr-event,50,harris,0.49504950495049505,post
4365,spr-event,1,other,0.009900990099009901,post
3486,cloze-event,24,trump,0.23529411764705882,post
3486,cloze-event,78,harris,0.7647058823529411,post
3486,cloze-event,0,other,0,post
3783,maze-event,0,harris,0,post
3783,maze-event,100,trump,1,post
3783,maze-event,0,other,0,post
4483,spr-event,0,harris,0,post
4483,spr-event,100,trump,1,post
4483,spr-event,0,other,0,post
4130,maze-event,100,trump,1,post
4130,maze-event,0,harris,0,post
4130,maze-event,0,other,0,post
3855,event-spr,100,trump,1,post
3855,event-spr,0,harris,0,post
3855,event-spr,0,other,0,post
4285,cloze-event,100,trump,1,post
4285,cloze-event,0,harris,0,post
4285,cloze-event,0,other,0,post
3497,event-cloze,95,trump,0.9313725490196079,post
3497,event-cloze,3,harris,0.029411764705882353,post
3497,event-cloze,4,other,0.0392156862745098,post
4299,cloze-event,27,harris,0.21951219512195122,post
4299,cloze-event,88,trump,0.7154471544715447,post
4299,cloze-event,8,other,0.06504065040650407,post
4451,event-spr,84,trump,0.8316831683168316,post
4451,event-spr,17,harris,0.16831683168316833,post
4451,event-spr,0,other,0,post
4524,spr-event,0,harris,0,post
4524,spr-event,100,trump,1,post
4524,spr-event,0,other,0,post
3715,maze-event,0,harris,0,post
3715,maze-event,100,trump,1,post
3715,maze-event,0,other,0,post
3667,event-maze,0,harris,0,post
3667,event-maze,100,trump,1,post
3667,event-maze,0,other,0,post
3734,spr-event,24,harris,0.24,post
3734,spr-event,75,trump,0.75,post
3734,spr-event,1,other,0.01,post
4001,maze-event,90,trump,0.9090909090909091,post
4001,maze-event,4,harris,0.04040404040404041,post
4001,maze-event,5,other,0.050505050505050504,post
3958,spr-event,100,trump,1,post
3958,spr-event,0,harris,0,post
3958,spr-event,0,other,0,post
4085,spr-event,100,trump,1,post
4085,spr-event,0,harris,0,post
4085,spr-event,0,other,0,post
4353,event-cloze,96,trump,0.96,post
4353,event-cloze,0,harris,0,post
4353,event-cloze,4,other,0.04,post
3868,cloze-event,49,harris,0.494949494949495,post
3868,cloze-event,50,trump,0.5050505050505051,post
3868,cloze-event,0,other,0,post
4419,event-cloze,0,harris,0,post
4419,event-cloze,100,trump,1,post
4419,event-cloze,0,other,0,post
3924,spr-event,100,trump,1,post
3924,spr-event,0,harris,0,post
3924,spr-event,0,other,0,post
4252,event-spr,93,trump,0.93,post
4252,event-spr,0,harris,0,post
4252,event-spr,7,other,0.07,post
4625,event-cloze,0,harris,0,post
4625,event-cloze,99,trump,0.99,post
4625,event-cloze,1,other,0.01,post
3599,spr-event,100,trump,1,post
3599,spr-event,0,harris,0,post
3599,spr-event,0,other,0,post
4100,cloze-event,100,trump,1,post
4100,cloze-event,0,harris,0,post
4100,cloze-event,0,other,0,post
4689,maze-event,97,trump,0.97,post
4689,maze-event,1,harris,0.01,post
4689,maze-event,2,other,0.02,post
4070,event-spr,50,trump,0.5050505050505051,post
4070,event-spr,49,harris,0.494949494949495,post
4070,event-spr,0,other,0,post
3640,event-cloze,97,trump,0.97,post
3640,event-cloze,3,harris,0.03,post
3640,event-cloze,0,other,0,post
3666,cloze-event,100,trump,1,post
3666,cloze-event,0,harris,0,post
3666,cloze-event,0,other,0,post
4136,spr-event,0,harris,0,post
4136,spr-event,100,trump,1,post
4136,spr-event,0,other,0,post
4797,spr-event,100,trump,1,post
4797,spr-event,0,harris,0,post
4797,spr-event,0,other,0,post
4893,cloze-event,0,harris,0,post
4893,cloze-event,100,trump,1,post
4893,cloze-event,0,other,0,post
4280,maze-event,0,harris,0,post
4280,maze-event,100,trump,1,post
4280,maze-event,0,other,0,post
3694,event-spr,1,harris,0.008403361344537815,post
3694,event-spr,100,trump,0.8403361344537815,post
3694,event-spr,18,other,0.15126050420168066,post
4781,cloze-event,95,trump,0.95,post
4781,cloze-event,0,harris,0,post
4781,cloze-event,5,other,0.05,post
3725,event-cloze,100,trump,1,post
3725,event-cloze,0,harris,0,post
3725,event-cloze,0,other,0,post
3763,spr-event,100,trump,1,post
3763,spr-event,0,harris,0,post
3763,spr-event,0,other,0,post
4278,cloze-event,0,harris,0,post
4278,cloze-event,100,trump,1,post
4278,cloze-event,0,other,0,post
4540,spr-event,0,harris,0,post
4540,spr-event,100,trump,1,post
4540,spr-event,0,other,0,post
4341,cloze-event,100,trump,0.5,post
4341,cloze-event,0,harris,0,post
4341,cloze-event,100,other,0.5,post
3353,spr-event,100,trump,1,post
3353,spr-event,0,harris,0,post
3353,spr-event,0,other,0,post
3884,cloze-event,93,trump,0.9029126213592233,post
3884,cloze-event,10,harris,0.0970873786407767,post
3884,cloze-event,0,other,0,post
3416,cloze-event,1,harris,0.009615384615384616,post
3416,cloze-event,100,trump,0.9615384615384616,post
3416,cloze-event,3,other,0.028846153846153848,post
3273,cloze-event,0,harris,0,post
3273,cloze-event,100,trump,1,post
3273,cloze-event,0,other,0,post
3576,maze-event,100,trump,1,post
3576,maze-event,0,harris,0,post
3576,maze-event,0,other,0,post
3785,cloze-event,0,harris,0,post
3785,cloze-event,100,trump,0.9803921568627451,post
3785,cloze-event,2,other,0.0196078431372549,post
3781,event-maze,0,harris,0,post
3781,event-maze,87,trump,0.8787878787878788,post
3781,event-maze,12,other,0.12121212121212122,post
3328,event-cloze,0,harris,0,post
3328,event-cloze,100,trump,1,post
3328,event-cloze,0,other,0,post
4030,cloze-event,100,trump,1,post
4030,cloze-event,0,harris,0,post
4030,cloze-event,0,other,0,post
3916,event-spr,50,harris,0.29069767441860467,post
3916,event-spr,100,trump,0.5813953488372093,post
3916,event-spr,22,other,0.12790697674418605,post
4871,event-cloze,100,trump,1,post
4871,event-cloze,0,harris,0,post
4871,event-cloze,0,other,0,post
3359,maze-event,0,harris,0,post
3359,maze-event,100,trump,1,post
3359,maze-event,0,other,0,post
4657,event-spr,0,harris,0,post
4657,event-spr,96,trump,0.9696969696969697,post
4657,event-spr,3,other,0.030303030303030304,post
3578,maze-event,0,harris,0,post
3578,maze-event,100,trump,1,post
3578,maze-event,0,other,0,post
4515,cloze-event,0,harris,0,post
4515,cloze-event,100,trump,1,post
4515,cloze-event,0,other,0,post
3590,spr-event,1,harris,0.010101010101010102,post
3590,spr-event,98,trump,0.98989898989899,post
3590,spr-event,0,other,0,post
4176,spr-event,100,trump,1,post
4176,spr-event,0,harris,0,post
4176,spr-event,0,other,0,post
4322,event-cloze,100,trump,1,post
4322,event-cloze,0,harris,0,post
4322,event-cloze,0,other,0,post
3656,spr-event,100,trump,1,post
3656,spr-event,0,harris,0,post
3656,spr-event,0,other,0,post
4092,cloze-event,75,trump,0.6578947368421053,post
4092,cloze-event,39,harris,0.34210526315789475,post
4092,cloze-event,0,other,0,post
4222,maze-event,0,harris,0,post
4222,maze-event,100,trump,1,post
4222,maze-event,0,other,0,post
3782,cloze-event,0,harris,0,post
3782,cloze-event,100,trump,1,post
3782,cloze-event,0,other,0,post
3727,spr-event,100,trump,1,post
3727,spr-event,0,harris,0,post
3727,spr-event,0,other,0,post
3963,cloze-event,85,trump,0.53125,post
3963,cloze-event,10,harris,0.0625,post
3963,cloze-event,65,other,0.40625,post
4714,cloze-event,0,harris,0,post
4714,cloze-event,100,trump,1,post
4714,cloze-event,0,other,0,post
3299,event-cloze,0,harris,0,post
3299,event-cloze,84,trump,0.8155339805825242,post
3299,event-cloze,19,other,0.18446601941747573,post
3864,maze-event,0,harris,0,post
3864,maze-event,100,trump,1,post
3864,maze-event,0,other,0,post
3829,spr-event,0,harris,0,post
3829,spr-event,100,trump,0.9803921568627451,post
3829,spr-event,2,other,0.0196078431372549,post
4835,spr-event,0,harris,0,post
4835,spr-event,100,trump,1,post
4835,spr-event,0,other,0,post
4358,maze-event,78,trump,0.5611510791366906,post
4358,maze-event,52,harris,0.37410071942446044,post
4358,maze-event,9,other,0.06474820143884892,post
4860,cloze-event,100,trump,1,post
4860,cloze-event,0,harris,0,post
4860,cloze-event,0,other,0,post
4883,spr-event,100,trump,1,post
4883,spr-event,0,harris,0,post
4883,spr-event,0,other,0,post
4059,event-spr,100,trump,1,post
4059,event-spr,0,harris,0,post
4059,event-spr,0,other,0,post
4192,cloze-event,100,trump,0.970873786407767,post
4192,cloze-event,1,harris,0.009708737864077669,post
4192,cloze-event,2,other,0.019417475728155338,post
4179,event-spr,0,harris,0,post
4179,event-spr,100,trump,1,post
4179,event-spr,0,other,0,post
3805,cloze-event,100,trump,1,post
3805,cloze-event,0,harris,0,post
3805,cloze-event,0,other,0,post
3768,spr-event,100,trump,0.8064516129032258,post
3768,spr-event,24,harris,0.1935483870967742,post
3768,spr-event,0,other,0,post
3798,spr-event,0,harris,0,post
3798,spr-event,100,trump,1,post
3798,spr-event,0,other,0,post
4526,spr-event,0,harris,0,post
4526,spr-event,100,trump,1,post
4526,spr-event,0,other,0,post
4728,cloze-event,100,trump,1,post
4728,cloze-event,0,harris,0,post
4728,cloze-event,0,other,0,post
4646,spr-event,100,trump,0.9615384615384616,post
4646,spr-event,4,harris,0.038461538461538464,post
4646,spr-event,0,other,0,post
4116,cloze-event,100,trump,1,post
4116,cloze-event,0,harris,0,post
4116,cloze-event,0,other,0,post
4807,spr-event,100,trump,1,post
4807,spr-event,0,harris,0,post
4807,spr-event,0,other,0,post
3531,spr-event,100,trump,1,post
3531,spr-event,0,harris,0,post
3531,spr-event,0,other,0,post
4456,cloze-event,100,trump,1,post
4456,cloze-event,0,harris,0,post
4456,cloze-event,0,other,0,post
4472,maze-event,100,trump,1,post
4472,maze-event,0,harris,0,post
4472,maze-event,0,other,0,post
3789,cloze-event,100,trump,1,post
3789,cloze-event,0,harris,0,post
3789,cloze-event,0,other,0,post
3558,spr-event,100,trump,1,post
3558,spr-event,0,harris,0,post
3558,spr-event,0,other,0,post
3676,cloze-event,100,trump,1,post
3676,cloze-event,0,harris,0,post
3676,cloze-event,0,other,0,post
3700,event-cloze,100,trump,1,post
3700,event-cloze,0,harris,0,post
3700,event-cloze,0,other,0,post
4093,cloze-event,100,trump,1,post
4093,cloze-event,0,harris,0,post
4093,cloze-event,0,other,0,post
4898,event-spr,0,harris,0,post
4898,event-spr,100,trump,1,post
4898,event-spr,0,other,0,post
3304,event-spr,0,harris,NA,post
3304,event-spr,0,trump,NA,post
3304,event-spr,0,other,NA,post
4661,spr-event,0,harris,0,post
4661,spr-event,100,trump,1,post
4661,spr-event,0,other,0,post
3820,cloze-event,0,harris,0,post
3820,cloze-event,100,trump,1,post
3820,cloze-event,0,other,0,post
4420,event-cloze,99,trump,0.825,post
4420,event-cloze,19,harris,0.15833333333333333,post
4420,event-cloze,2,other,0.016666666666666666,post
4464,maze-event,100,trump,1,post
4464,maze-event,0,harris,0,post
4464,maze-event,0,other,0,post
3802,spr-event,3,harris,0.029411764705882353,post
3802,spr-event,99,trump,0.9705882352941176,post
3802,spr-event,0,other,0,post
3832,spr-event,100,trump,1,post
3832,spr-event,0,harris,0,post
3832,spr-event,0,other,0,post
4479,cloze-event,0,harris,0,post
4479,cloze-event,100,trump,1,post
4479,cloze-event,0,other,0,post
4905,cloze-event,0,harris,0,post
4905,cloze-event,100,trump,1,post
4905,cloze-event,0,other,0,post
4327,maze-event,100,trump,1,post
4327,maze-event,0,harris,0,post
4327,maze-event,0,other,0,post
4600,spr-event,100,trump,1,post
4600,spr-event,0,harris,0,post
4600,spr-event,0,other,0,post
3922,spr-event,0,harris,0,post
3922,spr-event,100,trump,1,post
3922,spr-event,0,other,0,post
3417,spr-event,3,harris,0.025423728813559324,post
3417,spr-event,97,trump,0.8220338983050848,post
3417,spr-event,18,other,0.15254237288135594,post
4368,maze-event,6,harris,0.05504587155963303,post
4368,maze-event,100,trump,0.9174311926605505,post
4368,maze-event,3,other,0.027522935779816515,post
3278,cloze-event,49,trump,0.5,post
3278,cloze-event,49,harris,0.5,post
3278,cloze-event,0,other,0,post
3563,spr-event,0,harris,0,post
3563,spr-event,100,trump,1,post
3563,spr-event,0,other,0,post
4125,maze-event,100,trump,0.9615384615384616,post
4125,maze-event,2,harris,0.019230769230769232,post
4125,maze-event,2,other,0.019230769230769232,post
4623,maze-event,98,trump,0.98,post
4623,maze-event,0,harris,0,post
4623,maze-event,2,other,0.02,post
4166,cloze-event,0,harris,0,post
4166,cloze-event,100,trump,1,post
4166,cloze-event,0,other,0,post
3938,cloze-event,75,trump,0.7575757575757576,post
3938,cloze-event,24,harris,0.24242424242424243,post
3938,cloze-event,0,other,0,post
4002,cloze-event,0,harris,0,post
4002,cloze-event,100,trump,1,post
4002,cloze-event,0,other,0,post
3615,spr-event,100,trump,1,post
3615,spr-event,0,harris,0,post
3615,spr-event,0,other,0,post
